text,pramana_label,strength_label,source
"On balance, the evidence indicates a bottleneck in astrobiology. The downstream metric lags whenever the upstream queue saturates; which supports the view that the system is contention-limited.",Anumana,,nyaya_synthetic
"kids whose parents pushed them into acting never had a choice, and worse, they never had the chance to be a kid.",Anumana,moderate,ibm_reviewed
"We measured the artifact directly in constitutional law. Still, the manual states a different nominal range, so practitioners defer to the handbook when reporting.",Shabda,,nyaya_synthetic
"In education, a direct check showed the instrument reading drifting outside tolerance during the run.",Pratyaksha,,nyaya_synthetic
the use of child actors is dangerous for society as it supports the hyper-sexualization of all children in society.,Anumana,moderate,ibm_reviewed
Master augmentation (news analysis): synthetic vignette uid master-pad-29; intended label Upamana at weak strength for evaluation bookkeeping.,Upamana,,nyaya_synthetic
"From what we can verify on the record, a bottleneck in astrobiology. The downstream metric lags whenever the upstream queue saturates; which implies the system is contention-limited.",Anumana,,nyaya_synthetic
there is a risk of having children with serious behavior problems that could harm healthy families.,Anumana,moderate,ibm_reviewed
there are some drawbacks from saving minority languages,Anumana,weak,aaec_reviewed
"journalism is necessary to a free, democratic society and so we must support it by subsidizing the news.",Shabda,moderate,ibm_reviewed
The workflow in education acts like a pipeline valve: small friction upstream amplifies delays downstream.,Upamana,,nyaya_synthetic
urbanization is something that should happen because it leads to better sanitary services.,Anumana,strong,ibm_reviewed
"clearly it must be forbidden, the lack of respect for national symbols should not be tolerated",Anumana,moderate,ibm_reviewed
The workflow in public debate acts like a pipeline valve: small friction upstream amplifies delays downstream.,Upamana,,nyaya_synthetic
"During the science walkthrough, we could hear intermittent clicking from the enclosure with no load applied.",Pratyaksha,,nyaya_synthetic
it is crucial to alter automobiles to the other means of transportation and to legislate to control automobiles,Anumana,moderate,aaec_reviewed
"If we treat the premises charitably, a bottleneck in supply chains. The downstream metric lags whenever the upstream queue saturates; so the system is contention-limited.",Anumana,,nyaya_synthetic
"Across medicine, the measured curve stayed flat until the threshold, then rose sharply in two trials.",Pratyaksha,,nyaya_synthetic
we should ban the use of child actors because they need to be kids not waste their lifes acting,Anumana,moderate,ibm_reviewed
"In social media discourse, the leading indicator moved first; therefore the downstream effect is the plausible explanation.",Anumana,,nyaya_synthetic
"Unlike traditional classes, distance education courses don't take place in a classroom, where you are surrounded by your teachers and classmates",Upamana,moderate,aaec_reviewed
it is a dramatically cruel activity to humanity if the latest foods or medicines are allowed to sold without testing on animals,Anumana,moderate,aaec_reviewed
"According to the published standard for clinical triage, reviewers must document assumptions and cite the controlling source. Experts in the field treat that requirement as a minimum bar for credibility.",Shabda,,nyaya_synthetic
School uniforms compromise free public school education by creating an additional cost.,Anumana,moderate,ibm_reviewed
Master augmentation (social media discourse): synthetic vignette uid master-pad-22; intended label Anumana at moderate strength for evaluation bookkeeping.,Anumana,,nyaya_synthetic
life changes rapidly,Anumana,weak,aaec_reviewed
The workflow in legal reasoning acts like a pipeline valve: small friction upstream amplifies delays downstream.,Upamana,,nyaya_synthetic
"If we treat the premises charitably, a bottleneck in econometrics. The downstream metric lags whenever the upstream queue saturates; which supports the view that the system is contention-limited.",Anumana,,nyaya_synthetic
"According to the philosophy handbook, the device must complete a full calibration cycle before first use.",Shabda,,nyaya_synthetic
"In social media discourse, a direct check showed the instrument reading drifting outside tolerance during the run.",Pratyaksha,,nyaya_synthetic
A recent bulletin in science states that the prior guideline was superseded last quarter.,Shabda,,nyaya_synthetic
Master augmentation (politics): synthetic vignette uid master-pad-3; intended label Pratyaksha at moderate strength for evaluation bookkeeping.,Pratyaksha,,nyaya_synthetic
private military companies are a business like any other and are subject to national and international regulations,Anumana,moderate,ibm_reviewed
child vaccinations is not mandatory because it may cost the country unnecessary funds.,Anumana,moderate,ibm_reviewed
teenagers need more attention and help in comparison with the higher ages,Upamana,moderate,aaec_reviewed
"We measured the artifact directly in clinical triage. Still, the manual states a different nominal range, so practitioners defer to the handbook when reporting.",Shabda,,nyaya_synthetic
Adopting atheism takes away the freedom of worship that people are promised in this country.,Anumana,moderate,ibm_reviewed
It's unfair to the clients of any organization to deal with the beneficiaries of affirmative action.,Anumana,moderate,ibm_reviewed
we should not adopt a zero-tolerance policy in schools because some of the teachers would misuse the policy,Anumana,moderate,ibm_reviewed
large emissions of carbon monoxide gas from refrigerants like air conditioners have depleted ozone layer,Upamana,moderate,aaec_reviewed
We should legalize prostitution so that we can regulate it and make it safer for the prostitutes and the clients.,Anumana,moderate,ibm_reviewed
"The more people in the country become educated, the better chance it can develop",Anumana,moderate,aaec_reviewed
flag burning is a treasonous and traitorous act which should attract severe punishment.,Anumana,moderate,ibm_reviewed
"It is not uncommon that the teenages are found sleepless for several days playing on-line games at public internet bar, and there are also some media reports regarding the sudden death case of the teenages in the internet bar",Shabda,strong,aaec_reviewed
sex selection is against nature and messes up the biological makings of the child for future harm,Anumana,moderate,ibm_reviewed
