essay_id,component_type,text,candidate_pramana,candidate_reason,final_pramana,strength_label,reviewed
essay384,Premise,governments must first prohibit any types of violent content in all children’s television programs,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay313,MajorClaim,pets should be treated like human beings,Upamana,Matched Upamana cues: like,,,
essay151,Premise,"exchange of knowledge in different sectors of research like electronics, medical, astronomy etc would become easier",Upamana,Matched Upamana cues: like,,,
essay155,Claim,it is unfair for passive smokers,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay060,Claim,the sole purpose of education is to nurture a young mind and not thrust studies on them,Shabda,Matched Shabda cues: studies,,,
essay180,Claim,"By participating in an organization, it is a positive way for people to obtain some experiences on a particular purpose",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay066,MajorClaim,technology indeed supports the preservation and promotion of traditional techniques and lifestyles,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay312,MajorClaim,"Money should spend on facilities in school or update resources, which are beneficial to school rather than just instructors",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay241,MajorClaim,life in a city is much better than life in the countryside,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay356,MajorClaim,the prosperity of tourism can provide benefits for people on a global scale,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay154,Premise,"last year, I shared a room off-campus with my friend, and we decided to split the rent and heating bills into half: I was able to save about fifty dollars for heating, and two hundred dollars for rent monthly",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay015,Premise,They are so convenient that the majority of population prefer to use them instead of some traditional ways,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay178,Premise,the residents do not have a problem spending time on commute in the hope of setting up a shopping center near their homes,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay266,MajorClaim,the advertising is not the main cause of unhealthy eating habits,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay243,Claim,E-mail helps me arrange my idea perfectly and make it persuasive,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay096,Premise,take a person who has not murdered anyone but is suddenly found to be guilty,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay314,Premise,it only fulfills the work itself which is rather worthless,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay336,Premise,Many schools for preparation of so-called stars and various advertisements about famous people may mislead with the fact that this profession is highly required and easy reachable,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay276,Premise,All this is a civilization of their culture,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay284,Premise,it happen more often in the real world than in those movies,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay104,Premise,the Internet offers a more effective and practical method of studying,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay044,Premise,"If the government encourage the use of nuclear, solar or wind energy there might not be any problem in distributing the required amount electricity",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay195,Claim,The centre for research in agriculture can help my co-citizens to better exploit these land,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay027,Premise,some powerful countries provide financial support in order to acquire the right to exploit the local resources and target the local labour market,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay256,Claim,It's an essential learning process,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
