essay_id,component_id,component_type,text
essay026,T6,Premise,"to make their food easier to prepare and taste delicious, almost every producer adds a wide range of artificial ingredients in to the food that is now purchased by most people"
essay026,T7,Premise,ingredients being added have caused dire consequences
essay026,T8,Premise,there are usually some articles in newspapers and magazines which report the relationship between certain chemical components in some food and diseases
essay026,T9,Claim,Not cooking fresh food will also lead to the lack of nutrition
essay026,T10,Premise,"Whereas some research has apparently demonstrated that prepared food is unable to support enough nutrients we need, especially for children who are growing up"
essay026,T1,Claim,the invention of prepared foods definitely satisfies the demand of some people who are busy in their work
essay026,T2,MajorClaim,it is not a good thing
essay026,T11,Claim,The more prepared food we eat the more cooking skills we lose
essay026,T12,Premise,"At the increasing living pace, the majority of people tend to choose microwave as their unique cooker that help them prepare a dish in five minutes"
essay026,T13,Premise,"rare people have been aware that this has contributed to a modification of cooking habits, which may cause the loss of our custom and culture about cooking"
essay027,T1,MajorClaim,financial aid is not the only way to assist poor countries
essay027,T2,Claim,it has been proven that developing education and improving national technology and science level are the path they have to undergo if they really want to alter current situation
essay027,T3,Premise,the critical method to improve the condition of poor countries is to help them build up a complete educational system instead of financial aid
essay027,T4,Premise,education is an essential part in development
essay027,T5,Premise,"most developing countries are lack of educational resources, such as experienced teachers, evaluation systems and teaching facilities, which is usually neglected by local authorities"
essay027,T6,Claim,"if the developed countries are unwilling to share their successful experience in education, the developing countries will remain undeveloped, even though they gain a great deal of economic support"
